id	creator	title	journal	issn	oclc	volume	issue	spage	epage	year	biostor	bhl
o1746	International Commission on Zoological Nomenclature	Opinion 1746 Drosophila putrida Sturtevant, 1916 (Insecta, Diptera): holotype replaced by a neotype	Bulletin of Zoological Nomenclature	0007-5167		50		255		1993	http://biostor.org/reference/5346	http://biodiversitylibrary.org/page/12249684
o1747	International Commission on Zoological Nomenclature	Opinion 1747 Eristalis Latreille, 1804, Helophilus Fabricius, 1805, Xylota Meigen, 1822 and Eumerus Meigen, 1822 (Insecta, Diptera): conserved	Bulletin of Zoological Nomenclature	0007-5167		50		256	258	1993	http://biostor.org/reference/5348	http://biodiversitylibrary.org/page/12249685
o1748	International Commission on Zoological Nomenclature	Opinion 1748 Ephydridae Zetterstedt, 1837 (Insecta, Diptera): given precedence over Gymnomyzidae Latreille, 1829	Bulletin of Zoological Nomenclature	0007-5167		50		259	260	1993	http://biostor.org/reference/5350	http://biodiversitylibrary.org/page/12249688
o1749	International Commission on Zoological Nomenclature	Opinion 1749 Epicrium Wagler, 1828 and Ichthyophiidae Taylor, 1968 (Amphibia, Gymnophiona): conserved, and Epicriidae Berlese, 1885 (Arachnida, Acari): conserved by the emendation of Epicriidae Fitzinger, 1843 (Amphibia, Gymnophiona) to Epicriumidae	Bulletin of Zoological Nomenclature	0007-5167		50	3	261	263	1993	http://biostor.org/reference/5352	http://biodiversitylibrary.org/page/12249690
o1750	International Commission on Zoological Nomenclature	Opinion 1750 Clidastes Cope, 1868 (Reptilia, Sauria): C Propython Cope, 1869 designated as the type species	Bulletin of Zoological Nomenclature	0007-5167		50		297		1993	http://biostor.org/reference/5354	http://biodiversitylibrary.org/page/12249730
o1751	International Commission on Zoological Nomenclature	Opinion 1751 Procellaria Gigantea Gmelin, [1789] (currently Macronectes Giganteus; Aves, Procellariiformes): usage of the specific name conserved by the designation of a neotype	Bulletin of Zoological Nomenclature	0007-5167		50	4	298	299	1993	http://biostor.org/reference/5356	http://biodiversitylibrary.org/page/12249731
o1752	International Commission on Zoological Nomenclature	Opinion 1752 Zanclea costata Gegenbaur, 1856 (Cnidaria, Hydrozoa): generic and specific names conserved	Bulletin of Zoological Nomenclature	0007-5167		51	1	54	55	1994	http://biostor.org/reference/5358	http://biodiversitylibrary.org/page/12251796
o1753	International Commission on Zoological Nomenclature	Opinion 1753 Gebia Major capensis Krauss, 1843 (currently Upogebia Capensis; Crustacea, Decapoda): neotype replaced, so conserving the usage of G. Capensis and Also that of G. Africana Ortmann, 1894 (currently Upogebia Africana)	Bulletin of Zoological Nomenclature	0007-5167		51		56	57	1994	http://biostor.org/reference/5360	http://biodiversitylibrary.org/page/12251798
o1754	International Commission on Zoological Nomenclature	Opinion 1754 Histoire Abr?g?e des Insectes Qui Se Trouvent Aux Environs de Paris (Geoffroy, 1762): Some generic names conserved (Crustacea, Insecta)	Bulletin of Zoological Nomenclature	0007-5167		51	1	58	70	1994	http://biostor.org/reference/5362	http://biodiversitylibrary.org/page/12251800
o1755	International Commission on Zoological Nomenclature	Opinion 1755 Podisus Herrlch-Schaeflfer, 1851 (Insecta, Heteroptera): P. Vittipennis Herrich-Schaeffer, 1851 designated as the type species	Bulletin of Zoological Nomenclature	0007-5167		51		71		1994	http://biostor.org/reference/5364	http://biodiversitylibrary.org/page/12251813
o1756	International Commission on Zoological Nomenclature	Opinion 1756 Anthribidae Billberg, 1820 (Insecta, Coleoptera): given precedence over Choragidae Kirby, 1819	Bulletin of Zoological Nomenclature	0007-5167		51		72	73	1994	http://biostor.org/reference/5366	http://biodiversitylibrary.org/page/12251814
o1757	International Commission on Zoological Nomenclature	Opinion 1757 Ciyptus Fabricius, 1804 and Cryptinae Kirby, 1837 (Insecta, Hymenoptera): conserved	Bulletin of Zoological Nomenclature	0007-5167		51		74	75	1994	http://biostor.org/reference/5368	http://biodiversitylibrary.org/page/12251816
o1758	International Commission on Zoological Nomenclature	Opinion 1758 Vipio Latreille, 1804 (Insecta, Hymenoptera): Agathis longicauda Boheman, 1853 designated as the type species	Bulletin of Zoological Nomenclature	0007-5167		51		76	78	1994	http://biostor.org/reference/5370	http://biodiversitylibrary.org/page/12251818
o1759	International Commission on Zoological Nomenclature	Opinion 1759 Acamptopoeum Cockerell, 1905 (Insecta, Hymenoptera): Camptopoeum submetallicum Spinola, 1851 designated as the type species	Bulletin of Zoological Nomenclature	0007-5167		51		79		1994	http://biostor.org/reference/5372	http://biodiversitylibrary.org/page/12251821
o1760	International Commission on Zoological Nomenclature	Opinion 1760 Rhipidocystis Jaekel, 1901 (Echinodermata, Eocrinoidea): R. Baltica Jaekel, 1901 designated as the type species	Bulletin of Zoological Nomenclature	0007-5167		51		80		1994	http://biostor.org/reference/5374	http://biodiversitylibrary.org/page/12251822
o1761	International Commission on Zoological Nomenclature	Opinion 1761 Filimanus Myers, 1936 (Osteichthyes, Perciformes): Filimanus perplexa Feltes, 1991 designated as the type species	Bulletin of Zoological Nomenclature	0007-5167		51		81		1994	http://biostor.org/reference/5376	http://biodiversitylibrary.org/page/12251823
o1762	International Commission on Zoological Nomenclature	Opinion 1762 Cynolebias opalescens Myers, 1942 and C Splendens Myers, 1942 (Osteichthyes, Cyprinodontiformes): specific names conserved	Bulletin of Zoological Nomenclature	0007-5167		51		82	83	1994	http://biostor.org/reference/5378	http://biodiversitylibrary.org/page/12251824
o1763	International Commission on Zoological Nomenclature	Opinion 1763 Megophrys Montana Kuhl & Van Hasselt, 1822 (Amphibia, Anura): generic and specific names placed on Official Lists, and Leptobrachium parvum Boulenger, 1893 (currently Megophrys Parva): specific name conserved	Bulletin of Zoological Nomenclature	0007-5167		51	1	84	85	1994	http://biostor.org/reference/5379	http://biodiversitylibrary.org/page/12251826
o1764	International Commission on Zoological Nomenclature	Opinion 1764 Anas arcuata Horsfield, 1824 (currently Dendrocygna Arcuata; Aves, Anseriformes): specific name conserved	Bulletin of Zoological Nomenclature	0007-5167		51		86	87	1994	http://biostor.org/reference/5381	http://biodiversitylibrary.org/page/12251828
o1765	International Commission on Zoological Nomenclature	Opinion 1765 Fusus Helbling, 1779 (Mollusca, Gastropoda): suppressed, and Fusinus Rafinesque, 1815 and Colubmria Schumacher, 1817: conserved	Bulletin of Zoological Nomenclature	0007-5167		51		159	161	1994	http://biostor.org/reference/5383	http://biodiversitylibrary.org/page/12251905
o1766	International Commission on Zoological Nomenclature	Opinion 1766 Tortaxis Pilsbry, 1906 and Allopeas Baker, 1935 (Mollusca, Gastropoda): conserved by the designation of a neotype for Achatina erecta Benson, 1842	Bulletin of Zoological Nomenclature	0007-5167		51		162	163	1994	http://biostor.org/reference/5385	http://biodiversitylibrary.org/page/12251908
o1767	International Commission on Zoological Nomenclature	Opinion 1767 Pleurobranchus Forskalii R?ppell & Leuckart, [1828] and P. Testudinarius Cantraine, 1835 (Mollusca, Gastropoda): specific names conserved	Bulletin of Zoological Nomenclature	0007-5167		51	2	164	165	1994	http://biostor.org/reference/5387	http://biodiversitylibrary.org/page/12251910
o1768	International Commission on Zoological Nomenclature	Opinion 1768 Taningia danae Joubin, 1931 (Mollusca, Cephalopoda): given precedence over Octopodoteuthis persica Naef, 1923	Bulletin of Zoological Nomenclature	0007-5167		51	2	166	167	1994	http://biostor.org/reference/5389	http://biodiversitylibrary.org/page/12251912
o1769	International Commission on Zoological Nomenclature	Opinion 1769 Styloptocuma Bacescu & Muradian, 1974 (Crustacea, Cumacea): conserved with 5. Antipai Bacescu & Muradian, 1974 designated as the type species	Bulletin of Zoological Nomenclature	0007-5167		51		168	169	1994	http://biostor.org/reference/5391	http://biodiversitylibrary.org/page/12251914
o1770	International Commission on Zoological Nomenclature	Opinion 1770 Pachyrhynchus Germar, 1824, Somatodes Sch?nherr, 1840 and the specific name of Pachyrhynchus moniliferus Germar, 1824 (Insecta, Coleoptera): conserved	Bulletin of Zoological Nomenclature	0007-5167		51	2	170	171	1994	http://biostor.org/reference/5393	http://biodiversitylibrary.org/page/12251916
o1771	International Commission on Zoological Nomenclature	Opinion 1771 Cryptophagus advena Waltl, 1834 (currently Ahasverus Advena; Insecta, Coleoptera): specific name conserved	Bulletin of Zoological Nomenclature	0007-5167		51		172	173	1994	http://biostor.org/reference/5395	http://biodiversitylibrary.org/page/12251918
o1772	International Commission on Zoological Nomenclature	Opinion 1772 Metopiini Raffray, 1904 (Insecta, Coleoptera): spelling emended to Metopiasini, and Metopiini Townsend, 1908 (Insecta, Diptera): spelling emended to Metopiaini, so removing the homonymy with Metopiinae Foerster, |1869| (Insecta, Hymenoptera)	Bulletin of Zoological Nomenclature	0007-5167		51		174	175	1994	http://biostor.org/reference/5397	http://biodiversitylibrary.org/page/12251920
o1773	International Commission on Zoological Nomenclature	Opinion 1773 Nacaduba Moore, [1881] (Insecta, Lepidoptera): given precedence over Pepliphorus H?bner, [1819]	Bulletin of Zoological Nomenclature	0007-5167		51	2	176	177	1994	http://biostor.org/reference/5399	http://biodiversitylibrary.org/page/12251922
o1774	International Commission on Zoological Nomenclature	Opinion 1774 Catocala Connubialis Guen?e, 1852 (Insecta, Lepidoptera): specific name conserved	Bulletin of Zoological Nomenclature	0007-5167		51		178		1994	http://biostor.org/reference/5401	http://biodiversitylibrary.org/page/12251924
o1775	International Commission on Zoological Nomenclature	Opinion 1775 Banksinella Luteolateralis var. Albothorax Theobald, 1907 (currently Aedes (Neomelaniconion) Albothorax), B. Luteolateralis var. Circumluteola Theobald, 1908 (currently A. (N.) Circumluteolus) and A. (N.) Mcintoshi Huang, 1985 (Insecta, Diptera): specific names conserved, and A. (N.) Albothorax: neotype designated	Bulletin of Zoological Nomenclature	0007-5167		51	2	179	180	1994	http://biostor.org/reference/5403	http://biodiversitylibrary.org/page/12251925
o1776	International Commission on Zoological Nomenclature	Opinion 1776 Rana megapoda Taylor, 1942 (Amphibia, Anura): specific name conserved	Bulletin of Zoological Nomenclature	0007-5167		51		181		1994	http://biostor.org/reference/5405	http://biodiversitylibrary.org/page/12251927
o1777	International Commission on Zoological Nomenclature	Opinion 1777 Anisolepis grilli Boulenger, 1891 (Reptilia, Squamata): specific name conserved	Bulletin of Zoological Nomenclature	0007-5167		51	2	182	183	1994	http://biostor.org/reference/5407	http://biodiversitylibrary.org/page/12251928
o1778	International Commission on Zoological Nomenclature	Opinion 1778 Acineta Ehrenberg, [1834] and Tokophrya Biitschli, 1889 (Ciliophora, Suctoria): conserved, and Acineta Tuberosa Ehrenberg, |1834] and Podophiya quadripartita Claparede & Lachmann, 1859 (currently Tokophrya Quadripartita): specific names conserved	Bulletin of Zoological Nomenclature	0007-5167		51		268	270	1994	http://biostor.org/reference/5409	http://biodiversitylibrary.org/page/12252018
o1779	International Commission on Zoological Nomenclature	Opinion 1779 Potamolithus Pilsbry & Rush, 1896 (Mollusca, Gastropoda): placed on the Official List with Paludina Lapidum d'Orbigny, 1835 as the type species	Bulletin of Zoological Nomenclature	0007-5167		51	3	271	272	1994	http://biostor.org/reference/5411	http://biodiversitylibrary.org/page/12252021
o1780	International Commission on Zoological Nomenclature	Opinion 1780 Turbo politus Linnaeus, 1758 (currently Melanella Polita; Mollusca, Gastropoda): usage of the specific name conserved, so conserving the specific name of Buccinum acicula Miiller, 1774 (currently Cecilioides Acicula)	Bulletin of Zoological Nomenclature	0007-5167		51		273	274	1994	http://biostor.org/reference/5413	http://biodiversitylibrary.org/page/12252023
o1781	International Commission on Zoological Nomenclature	Opinion 1781 Termes lacteus Froggatt, 1898 (currently Coptotermes Lacteus; Insecta, Isoptera): specific name conserved	Bulletin of Zoological Nomenclature	0007-5167		51	3	275	276	1994	http://biostor.org/reference/5415	http://biodiversitylibrary.org/page/12252025
o1782	International Commission on Zoological Nomenclature	Opinion 1782 Corisa nigrolineata Fieber, 1848 (currently Sigara (Pseudovermicorixa) Nigrolineata; Insecta, Heteroptera): specific name conserved	Bulletin of Zoological Nomenclature	0007-5167		51		277	278	1994	http://biostor.org/reference/5417	http://biodiversitylibrary.org/page/12252027
o1783	International Commission on Zoological Nomenclature	Opinion 1783 Aradus caucasicus Kolenati, 1857 (Insecta, Heteroptera): Syntype replaced by a neotype, so conserving the usage of the specific name and that of A. Hieroglyphicus Sahlberg, 1878	Bulletin of Zoological Nomenclature	0007-5167		51		279		1994	http://biostor.org/reference/5419	http://biodiversitylibrary.org/page/12252029
